amiddle2,Abby,Middleton,amiddle2@u.rochester.edu,@m1ddle2,(311)-508-3273,\N
aperales,Abby,Perales,aperales@u.rochester.edu,@per@les,(411)-811-1512,\N
abroomfi,Abby Rose,Broomfield,abroomfi@u.rochester.edu,@br00mf1,(180)-427-4099,\N
aschne12,Abby,Schneider,aschne12@u.rochester.edu,@schne12,(501)-012-3770,\N
aswidler,Abby,Swidler,aswidler@u.rochester.edu,@sw1dler,(366)-125-2544,\N
awilli76,Abby,Williamson,awilli76@u.rochester.edu,@w1ll176,(231)-326-3541,\N
awoodwar,Abby,Woodward,awoodwar@u.rochester.edu,@w00dw@r,(871)-704-1043,\N
asharfal,Abdel-Rahman,Sharf-Aldin,asharfal@u.rochester.edu,@sh@rf@l,(519)-324-3450,\N
aabdelka,Abdelrahman,Abdelkader,aabdelka@u.rochester.edu,@@bdelk@,(944)-913-7650,\N
aashour,Abdelrahman,Ashour,aashour@u.rochester.edu,@@sh0ur,(163)-873-8208,\N
ahassan,Abdelrahman,Hassan,ahassan@u.rochester.edu,@h@ss@n,(822)-956-4932,\N
aeldalla,Abdelrhman,Eldallal,aeldalla@u.rochester.edu,@eld@ll@,(207)-007-8226,\N
ashukri,Abdirahman,Shukri,ashukri@u.rochester.edu,@shukr1,(728)-672-9975,\N
adiallo,Abdoulaye,Diallo,adiallo@u.rochester.edu,@d1@ll0,(638)-873-0097,\N
azulkar2,Abdul 'Azim,Zulkarnain,azulkar2@u.rochester.edu,@zulk@r2,(782)-104-6691,\N
abarmak,Abdul,Barmak,abarmak@u.rochester.edu,@b@rm@k,(614)-128-4076,\N
achiibu,Abdul-Kudus,Chiibu,achiibu@u.rochester.edu,@ch11bu,(245)-636-4043,\N
aalmazro,Abdulla,Almazrooa,aalmazro@u.rochester.edu,@@lm@zr0,(644)-513-5756,\N
amamun,Abdullah Al,Mamun,amamun@u.rochester.edu,@m@mun,(931)-839-5157,\N
aalsayar,Abdullah,Alsayari,aalsayar@u.rochester.edu,@@ls@y@r,(421)-275-3414,\N
akurdi,Abdulmalik,Kurdi,akurdi@u.rochester.edu,@kurd1,(659)-586-4550,\N
aalhaji,Abdulwahab,Alhaji,aalhaji@u.rochester.edu,@@lh@j1,(567)-834-0381,\N
anunez2,Abel,Nunez,anunez2@u.rochester.edu,@nunez2,(554)-875-7686,\N
aadu,Abena,Adu,aadu@u.rochester.edu,@@du,(207)-873-1856,\N
vsharma5,Abhi,Sharma,vsharma5@u.rochester.edu,vsh@rm@5,(755)-997-5009,\N
akatikan,Abhijit,Katikaneni,akatikan@u.rochester.edu,@k@t1k@n,(393)-912-7291,\N
agiri,Abhik,Giri,agiri@u.rochester.edu,@g1r1,(236)-345-5350,\N
asubram4,Abhinav,Subramanian,asubram4@u.rochester.edu,@subr@m4,(932)-704-9753,\N
amukhop2,Abhirup,Mukhopadhyay,amukhop2@u.rochester.edu,@mukh0p2,(353)-645-6970,\N
aachary5,Abhisesh,Acharya,aachary5@u.rochester.edu,@@ch@ry5,(545)-285-2148,\N
areddy4,Abhishek,Reddy,areddy4@u.rochester.edu,@reddy4,(607)-591-8160,\N
astark5,Abigail,Stark,astark5@u.rochester.edu,@st@rk5,(599)-976-7821,\N
aarnold3,Abigail,Arnold,aarnold3@u.rochester.edu,@@rn0ld3,(732)-109-2202,\N
abenvie,Abigail,Benvie,abenvie@u.rochester.edu,@benv1e,(287)-777-8384,\N
abruce3,Abigail,Bruce,abruce3@u.rochester.edu,@bruce3,(525)-945-6315,\N
abuckhol,Abigail,Buckholz,abuckhol@u.rochester.edu,@buckh0l,(452)-232-8465,\N
acantell,Abigail,Cantello,acantell@u.rochester.edu,@c@ntell,(464)-537-0408,\N
jchen111,Abigail,Chen,jchen111@u.rochester.edu,jchen111,(705)-107-9629,\N
aclark33,Abigail,Clark,aclark33@u.rochester.edu,@cl@rk33,(622)-678-0252,\N
acombs2,Abigail,Combs,acombs2@u.rochester.edu,@c0mbs2,(765)-267-2585,\N
aconrad,Abigail,Conrad,aconrad@u.rochester.edu,@c0nr@d,(301)-801-4796,\N
aconvers,Abigail,Converse,aconvers@u.rochester.edu,@c0nvers,(378)-517-4146,\N
acook20,Abigail,Cook,acook20@u.rochester.edu,@c00k20,(694)-827-1928,\N
acrespo,Abigail,Crespo,acrespo@u.rochester.edu,@cresp0,(427)-144-9161,\N
adeacon,Abigail,Deacon,adeacon@u.rochester.edu,@de@c0n,(612)-344-1298,\N
adewitt5,Abigail,Dewitt,adewitt5@u.rochester.edu,@dew1tt5,(694)-120-1500,\N
aeasterl,Abigail,Easterling,aeasterl@u.rochester.edu,@e@sterl,(254)-104-5346,\N
aeaves,Abigail,Eaves,aeaves@u.rochester.edu,@e@ves,(470)-503-8561,\N
aeberts,Abigail,Eberts,aeberts@u.rochester.edu,@eberts,(553)-958-2513,\N
afagan3,Abigail,Fagan,afagan3@u.rochester.edu,@f@g@n3,(567)-444-9105,\N
agarc18,Abigail,Garcia,agarc18@u.rochester.edu,@g@rc18,(147)-377-9634,\N
agatewoo,Abigail,Gatewood,agatewoo@u.rochester.edu,@g@tew00,(274)-075-0631,\N
agonza14,Abigail,Gonzalez,agonza14@u.rochester.edu,@g0nz@14,(356)-833-1439,\N
ahull,Abigail,Hull,ahull@u.rochester.edu,@hull,(984)-815-3836,\N
alalone,Abigail,Lalone,alalone@u.rochester.edu,@l@l0ne,(120)-045-1404,\N
alargis,Abigail,Largis,alargis@u.rochester.edu,@l@rg1s,(727)-213-4905,\N
alevis,Abigail,Levis,alevis@u.rochester.edu,@lev1s,(499)-959-8572,\N
aliebhar,Abigail,Liebhart,aliebhar@u.rochester.edu,@l1ebh@r,(988)-513-8871,\N
alinsky2,Abigail,Linsky,alinsky2@u.rochester.edu,@l1nsky2,(973)-361-5158,\N
amansoor,Abigail,Mansoor,amansoor@u.rochester.edu,@m@ns00r,(685)-221-2594,\N
amchugh,Abigail,Mchugh,amchugh@u.rochester.edu,@mchugh,(726)-185-7151,\N
amilner,Abigail,Milner,amilner@u.rochester.edu,@m1lner,(468)-341-3872,\N
anorris4,Abigail,Norris,anorris4@u.rochester.edu,@n0rr1s4,(156)-380-6859,\N
apech,Abigail,Pech,apech@u.rochester.edu,@pech,(253)-966-8123,\N
areinha3,Abigail,Reinhart,areinha3@u.rochester.edu,@re1nh@3,(806)-310-6728,\N
aritter,Abigail,Ritter,aritter@u.rochester.edu,@r1tter,(911)-102-9671,\N
arockwoo,Abigail,Rockwood,arockwoo@u.rochester.edu,@r0ckw00,(271)-884-0534,\N
aschwa23,Abigail,Schwartz,aschwa23@u.rochester.edu,@schw@23,(576)-039-9990,\N
asefton,Abigail,Sefton,asefton@u.rochester.edu,@seft0n,(642)-629-4897,\N
asowah,Abigail,Sowah,asowah@u.rochester.edu,@s0w@h,(991)-515-7897,\N
astout,Abigail,Stout,astout@u.rochester.edu,@st0ut,(515)-651-8637,\N
atsai7,Abigail,Tsai,atsai7@u.rochester.edu,@ts@17,(523)-859-2862,\N
aweiss5,Abigail,Weiss,aweiss5@u.rochester.edu,@we1ss5,(158)-378-1677,\N
awentwo2,Abigail,Wentworth,awentwo2@u.rochester.edu,@wentw02,(824)-945-9420,\N
awerwais,Abigail,Werwaiss,awerwais@u.rochester.edu,@werw@1s,(457)-923-1810,\N
azabrods,Abigail,Zabrodsky,azabrods@u.rochester.edu,@z@br0ds,(279)-793-3507,\N
aweber14,Abigale,Weber,aweber14@u.rochester.edu,@weber14,(923)-119-8846,\N
molaniya,Abiola,Oluwaseun,molaniya@u.rochester.edu,m0l@n1y@,(593)-024-8711,\N
amiles4,Abm,Mba,amiles4@u.rochester.edu,@m1les4,(435)-497-9943,\N
aaquino2,Abner,Aquino,aaquino2@u.rochester.edu,@@qu1n02,(358)-214-2714,\N
abonilla,Abraham,Bonilla,abonilla@u.rochester.edu,@b0n1ll@,(940)-562-2246,\N
ado,Abraham,Do,ado@u.rochester.edu,@d0,(194)-786-1087,\N
ajimene8,Abraham,Jimenez,ajimene8@u.rochester.edu,@j1mene8,(444)-422-5307,\N
aloncke,Abraham,Loncke,aloncke@u.rochester.edu,@l0ncke,(589)-767-1557,\N
anouri,Abraham,Nouri,anouri@u.rochester.edu,@n0ur1,(733)-569-0382,\N
akarchem,Abram Charles,Karchem,akarchem@u.rochester.edu,@k@rchem,(385)-180-8732,\N
abhuiyan,Abrar,Bhuiyan,abhuiyan@u.rochester.edu,@bhu1y@n,(321)-412-8664,\N
aprotyas,Abrar Rahman,Protyasha,aprotyas@u.rochester.edu,@pr0ty@s,(253)-503-9111,\N
aaguirr4,Abril,Aguirre,aaguirr4@u.rochester.edu,@@gu1rr4,(735)-801-2583,\N
mwu19,Absinthe,Wu,mwu19@u.rochester.edu,mwu19,(669)-762-6930,\N
atziazas,Achilleas,Tziazas,atziazas@u.rochester.edu,@tz1@z@s,(778)-968-4291,\N
abezanis,Achilles,Bezanis,abezanis@u.rochester.edu,@bez@n1s,(284)-055-5060,\N
dweisbe2,Acoldflame,Weisebe,dweisbe2@u.rochester.edu,dwe1sbe2,(724)-946-8840,\N
adowner,Acoye,Downer,adowner@u.rochester.edu,@d0wner,(725)-752-6006,\N
achiu5,Ada,Chiu,achiu5@u.rochester.edu,@ch1u5,(419)-656-1520,\N
ajeon,Ada,Jeon,ajeon@u.rochester.edu,@je0n,(917)-711-4912,\N
awightm2,Ada,Wightman,awightm2@u.rochester.edu,@w1ghtm2,(704)-781-2150,\N
aperez12,Adalberto,Perez,aperez12@u.rochester.edu,@perez12,(743)-751-7943,\N
abaghi,Adam,Baghi,abaghi@u.rochester.edu,@b@gh1,(766)-937-4639,\N
abarret2,Adam,Barrett,abarret2@u.rochester.edu,@b@rret2,(472)-429-2684,\N
abergev2,Adam,Bergevin,abergev2@u.rochester.edu,@bergev2,(883)-870-5116,\N
abiesenb,Adam,Biesenbach,abiesenb@u.rochester.edu,@b1esenb,(587)-126-8683,\N
abossert,Adam,Bossert,abossert@u.rochester.edu,@b0ssert,(398)-020-6398,\N
abreland,Adam,Breland,abreland@u.rochester.edu,@brel@nd,(416)-536-6798,\N
abriggs6,Adam,Briggs,abriggs6@u.rochester.edu,@br1ggs6,(213)-732-7813,\N
abrinkm2,Adam,Brinkman,abrinkm2@u.rochester.edu,@br1nkm2,(146)-480-4947,\N
abroitma,Adam,Broitman,abroitma@u.rochester.edu,@br01tm@,(382)-264-5345,\N
abublitz,Adam,Bublitz,abublitz@u.rochester.edu,@bubl1tz,(548)-307-4082,\N
acahill,Adam,Cahill,acahill@u.rochester.edu,@c@h1ll,(232)-219-9843,\N
achernic,Adam,Chernick,achernic@u.rochester.edu,@chern1c,(655)-526-3601,\N
acordle2,Adam,Cordle,acordle2@u.rochester.edu,@c0rdle2,(422)-626-8680,\N
acrosse,Adam,Crosse,acrosse@u.rochester.edu,@cr0sse,(462)-877-1134,\N
acrossma,Adam,Crossman,acrossma@u.rochester.edu,@cr0ssm@,(700)-748-6374,\N
acushmar,Adam,Cushmaro,acushmar@u.rochester.edu,@cushm@r,(513)-773-7626,\N
adavis35,Adam,Davis,adavis35@u.rochester.edu,@d@v1s35,(231)-970-2165,\N
adavis21,Adam,Davis,adavis21@u.rochester.edu,@d@v1s21,(403)-356-9260,\N
adejager,Adam,Dejager,adejager@u.rochester.edu,@dej@ger,(443)-282-1655,\N
adeschri,Adam,Deschriver,adeschri@u.rochester.edu,@deschr1,(556)-576-7917,\N
adetzner,Adam,Detzner,adetzner@u.rochester.edu,@detzner,(427)-465-8894,\N
adickens,Adam,Dickens,adickens@u.rochester.edu,@d1ckens,(354)-026-7075,\N
aferrant,Adam,Ferrante,aferrant@u.rochester.edu,@ferr@nt,(265)-094-9678,\N
afoley,Adam,Foley,afoley@u.rochester.edu,@f0ley,(385)-281-7001,\N
agandolf,Adam,Gandolfo,agandolf@u.rochester.edu,@g@nd0lf,(468)-123-4335,\N
agershon,Adam,Gershon,agershon@u.rochester.edu,@gersh0n,(530)-608-5953,\N
aginsbe2,Adam,Ginsberg,aginsbe2@u.rochester.edu,@g1nsbe2,(855)-750-2883,\N
aelnagga,Adam,Gomaa,aelnagga@u.rochester.edu,@eln@gg@,(512)-575-0095,\N
agreen30,Adam,Green,agreen30@u.rochester.edu,@green30,(228)-385-1951,\N
agross4,Adam,Gross,agross4@u.rochester.edu,@gr0ss4,(795)-804-8335,\N
ahaas5,Adam,Haas,ahaas5@u.rochester.edu,@h@@s5,(366)-008-5809,\N
ahanlin,Adam,Hanlin,ahanlin@u.rochester.edu,@h@nl1n,(945)-506-1309,\N
aharr10,Adam,Harris,aharr10@u.rochester.edu,@h@rr10,(490)-540-7229,\N
ahartma9,Adam,Hartman,ahartma9@u.rochester.edu,@h@rtm@9,(517)-417-8342,\N
ahawker,Adam,Hawker,ahawker@u.rochester.edu,@h@wker,(717)-836-7184,\N
ahelak,Adam,Helak,ahelak@u.rochester.edu,@hel@k,(100)-629-6547,\N
ahirshan,Adam,Hirshan,ahirshan@u.rochester.edu,@h1rsh@n,(366)-676-5568,\N
ahorowi4,Adam,Horowitz,ahorowi4@u.rochester.edu,@h0r0w14,(249)-974-5636,\N
ahotchki,Adam,Hotchkiss,ahotchki@u.rochester.edu,@h0tchk1,(437)-529-5124,\N
ainskip,Adam,Inskip,ainskip@u.rochester.edu,@1nsk1p,(697)-494-1741,\N
akadir,Adam,Kadir,akadir@u.rochester.edu,@k@d1r,(965)-616-5351,\N
akane6,Adam,Kane,akane6@u.rochester.edu,@k@ne6,(511)-825-7220,\N
akaplan6,Adam,Kaplan,akaplan6@u.rochester.edu,@k@pl@n6,(577)-185-2146,\N
akaplan3,Adam,Kaplan,akaplan3@u.rochester.edu,@k@pl@n3,(147)-845-3874,\N
akatz4,Adam,Katz,akatz4@u.rochester.edu,@k@tz4,(693)-680-6186,\N
akemp,Adam,Kemp,akemp@u.rochester.edu,@kemp,(821)-912-1295,\N
akolakow,Adam,Kolakowski,akolakow@u.rochester.edu,@k0l@k0w,(238)-330-7026,\N
akozak2,Adam,Kozak,akozak2@u.rochester.edu,@k0z@k2,(229)-102-5098,\N
akravit2,Adam,Kravitz,akravit2@u.rochester.edu,@kr@v1t2,(748)-113-8863,\N
akulp,Adam,Kulp,akulp@u.rochester.edu,@kulp,(706)-389-5689,\N
alangenb,Adam,Langenbucher,alangenb@u.rochester.edu,@l@ngenb,(423)-079-2302,\N
alarison,Adam,Larison,alarison@u.rochester.edu,@l@r1s0n,(916)-974-0454,\N
alee51,Adam,Lee,alee51@u.rochester.edu,@lee51,(474)-210-1377,\N
alelchu2,Adam,Lelchuk,alelchu2@u.rochester.edu,@lelchu2,(460)-513-6037,\N
aliving2,Adam,Livingston,aliving2@u.rochester.edu,@l1v1ng2,(610)-468-5995,\N
alott,Adam,Lott,alott@u.rochester.edu,@l0tt,(267)-181-3835,\N
aluk,Adam,Luk,aluk@u.rochester.edu,@luk,(552)-618-0429,\N
amaalouf,Adam,Maalouf,amaalouf@u.rochester.edu,@m@@l0uf,(291)-179-7289,\N
amattiso,Adam,Mattison,amattiso@u.rochester.edu,@m@tt1s0,(176)-395-0970,\N
amayon,Adam,Mayon,amayon@u.rochester.edu,@m@y0n,(242)-874-6785,\N
ameltze2,Adam,Meltzer,ameltze2@u.rochester.edu,@meltze2,(933)-009-0072,\N
amill23,Adam,Miller,amill23@u.rochester.edu,@m1ll23,(610)-561-2605,\N
amitch24,Adam,Mitchell,amitch24@u.rochester.edu,@m1tch24,(612)-512-5757,\N
aondo,Adam,Ondo,aondo@u.rochester.edu,@0nd0,(783)-584-0365,\N
apacheck,Adam,Pacheck,apacheck@u.rochester.edu,@p@check,(546)-436-0936,\N
apaine,Adam,Paine,apaine@u.rochester.edu,@p@1ne,(104)-562-4313,\N
apark25,Adam,Parker,apark25@u.rochester.edu,@p@rk25,(513)-075-3225,\N
apenna2,Adam,Penna,apenna2@u.rochester.edu,@penn@2,(494)-176-0711,\N
aperkiom,Adam,Perkiomaki,aperkiom@u.rochester.edu,@perk10m,(994)-250-6889,\N
aphill19,Adam,Phillips,aphill19@u.rochester.edu,@ph1ll19,(149)-760-0939,\N
apiacqua,Adam,Piacquad,apiacqua@u.rochester.edu,@p1@cqu@,(850)-883-8798,\N
apugh2,Adam,Pugh,apugh2@u.rochester.edu,@pugh2,(832)-818-8132,\N
arichma3,Adam,Richman,arichma3@u.rochester.edu,@r1chm@3,(767)-738-7109,\N
arichman,Adam,Richman,arichman@u.rochester.edu,@r1chm@n,(427)-961-6894,\N
aroge12,Adam,Rogers,aroge12@u.rochester.edu,@r0ge12,(105)-636-9799,\N
aroman4,Adam,Roman,aroman4@u.rochester.edu,@r0m@n4,(254)-843-5867,\N
arosenk2,Adam,Rosenkranz,arosenk2@u.rochester.edu,@r0senk2,(726)-235-8224,\N
arosens2,Adam,Rosenstein,arosens2@u.rochester.edu,@r0sens2,(856)-603-1777,\N
arouhana,Adam,Rouhana,arouhana@u.rochester.edu,@r0uh@n@,(901)-122-0807,\N
arussak,Adam,Russak,arussak@u.rochester.edu,@russ@k,(260)-413-4033,\N
asadberr,Adam,Sadberry,asadberr@u.rochester.edu,@s@dberr,(423)-466-7246,\N
ascriven,Adam,Scrivener,ascriven@u.rochester.edu,@scr1ven,(616)-191-8848,\N
asm108,Adam,Smith,asm108@u.rochester.edu,@sm108,(819)-152-2085,\N
